# Wordlist

# META
@modified:2015-01-20 10:39
@tree:(((Luobenzhuo,(Enqi,(Ega,Jinman))),(Gongxing,Tuoluo)),(Mazhelong,((Xiangyun,((Qiliqiao,(Eryuan,Yunlong)),(Lanping,(Heqi,Jianchuan)))),(Zhoucheng,(Dashi,Jinxing)))));

# DATA
ID	GLOSS_IN_SOURCE	SOURCE	ENTRY_IN_SOURCE	POS	CHINESE_GLOSS	DOCULECT	IPA	CONCEPT	ID_IN_SOURCE	PST	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
2838	sieve; sifter	Wang2006a	lao12	verb	?	Gongxing	lao₁₂	sieve	629	CVT	l a o ₁₂	5 7 7 8	AXYT	LAU2	5	5.L.C 5.A.V 5.U.V 5.2.T	1.6 3.0 3.0 1.0	1
2839	sieve; sifter	Wang2006a	lo21	verb	?	Enqi	lo₂₁	sieve	629	CVT	l o ₂₁	5 7 8	AXT	LU3	3	3.L.C 3.U.V 3.3.T	1.6 3.0 1.0	1
2840	sieve; sifter	Wang2006a	lo21	verb	?	Ega	lo₂₁	sieve	629	CVT	l o ₂₁	5 7 8	AXT	LU3	2	2.L.C 2.U.V 2.3.T	1.6 3.0 1.0	1
2841	sieve; sifter	Wang2006a	lo21	verb	?	Jinman	lo₂₁	sieve	629	CVT	l o ₂₁	5 7 8	AXT	LU3	8	8.L.C 8.U.V 8.3.T	1.6 3.0 1.0	1
2842	sieve; sifter	Wang2006a	lou21	verb	?	Jinxing	lou₂₁	sieve	629	CVT	l o u ₂₁	5 7 7 8	AXYT	LUY3	9	9.L.C 9.U.V 9.Y.V 9.3.T	1.6 3.0 3.0 1.0	1
2843	sieve; sifter	Wang2006a	lou21	verb	?	Dashi	lou₂₁	sieve	629	CVT	l o u ₂₁	5 7 7 8	AXYT	LUY3	1	1.L.C 1.U.V 1.Y.V 1.3.T	1.6 3.0 3.0 1.0	1
2844	sieve; sifter	Wang2006a	lo21	verb	?	Zhoucheng	lo₂₁	sieve	629	CVT	l o ₂₁	5 7 8	AXT	LU3	17	17.L.C 17.U.V 17.3.T	1.6 3.0 1.0	1
2845	sieve; sifter	Wang2006a	lo21	verb	?	Mazhelong	lo₂₁	sieve	629	CVT	l o ₂₁	5 7 8	AXT	LU3	12	12.L.C 12.U.V 12.3.T	1.6 3.0 1.0	1
2846	sieve	Allen2007	lou21tɯ21	verb	筛子	Jianchuan	lou₂₁tɯ₂₁	sieve	211	CVTCVT	l o u ₂₁ t ɯ ₂₁	5 7 7 8 1 7 8	AXYTBYT	LUY3TI3	7	7.L.C 7.U.V 7.Y.V 7.3.T 7.T.C 7.I.V 7.3.T	1.6 3.0 3.0 1.0 1.3 3.0 1.0	0
2847	sieve	Allen2007	lɔ21pe21	verb	筛子	Eryuan	lɔ₂₁pe₂₁	sieve	211	CVTCVT	l ɔ ₂₁ p e ₂₁	5 7 8 1 7 8	AXTBYT	LU3PE3	4	4.L.C 4.U.V 4.3.T 4.P.C 4.E.V 4.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2848	sieve	Allen2007	lɔu21tsɿ33	verb	筛子	Heqi	lɔu₂₁t͡sɿ₃₃	sieve	211	CVTCVT	l ɔ u ₂₁ t͡s ɿ ₃₃	5 7 7 8 2 7 8	AXYTBYT	LUY3CI4	6	6.L.C 6.U.V 6.Y.V 6.3.T 6.C.C 6.I.V 6.4.T	1.6 3.0 3.0 1.0 1.3 3.0 1.0	0
2849	sieve	Allen2007	lao21	verb	筛子	Lanping	lao₂₁	sieve	211	CVT	l a o ₂₁	5 7 7 8	AXYT	LAU3	10	10.L.C 10.A.V 10.U.V 10.3.T	1.6 3.0 3.0 1.0	1
2850	sieve	Allen2007	lɔ21se32	verb	筛子	Qiliqiao	lɔ₂₁se₃₂	sieve	211	CVTCVT	l ɔ ₂₁ s e ₃₂	5 7 8 3 7 8	AXTBYT	LU3SE3	13	13.L.C 13.U.V 13.3.T 13.S.C 13.E.V 13.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2851	sieve	Allen2007	lɔ21pe21	verb	筛子	Yunlong	lɔ₂₁pe₂₁	sieve	211	CVTCVT	l ɔ ₂₁ p e ₂₁	5 7 8 1 7 8	AXTBYT	LU3PE3	16	16.L.C 16.U.V 16.3.T 16.P.C 16.E.V 16.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2852	sieve	Allen2007	tsʰɔ55lɔ21	verb	筛子	Xiangyun	t͡sʰɔ₅₅lɔ₂₁	sieve	211	CVTCVT	t͡sʰ ɔ ₅₅ l ɔ ₂₁	1 7 8 5 7 8	AXTBYT	TU5LU3	15	15.T.C 15.U.V 15.5.T 15.L.C 15.U.V 15.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
2853	sieve	Allen2007	lɔ21tɕĩ33	verb	筛子	Luobenzhuo	lɔ₂₁t͡ɕĩ₃₃	sieve	211	CVTCVT	l ɔ ₂₁ t͡ɕ ĩ ₃₃	5 7 8 2 7 8	AXTBYT	LU3CI4	11	11.L.C 11.U.V 11.3.T 11.C.C 11.I.V 11.4.T	1.6 3.0 1.0 1.3 3.0 1.0	0
#
2854	sit	Wang2006a	kv21	verb	?	Tuoluo	kɤ₂₁	sit	1819	CVT	k ɤ ₂₁	1 7 8	AXT	KE3	14	14.K.C 14.E.V 14.3.T	1.6 3.0 1.0	0
2855	sit	Wang2006a	kao42	verb	?	Gongxing	kao₄₂	sit	1819	CVT	k a o ₄₂	1 7 7 8	AXYT	KAU3	5	5.K.C 5.A.V 5.U.V 5.3.T	1.6 3.0 3.0 1.0	0
2856	sit	Wang2006a	ku43	verb	?	Enqi	ku₄₃	sit	1819	CVT	k u ₄₃	1 7 8	AXT	KY3	3	3.K.C 3.Y.V 3.3.T	1.6 3.0 1.0	0
2857	sit	Wang2006a	kv42	verb	?	Ega	kɤ₄₂	sit	1819	CVT	k ɤ ₄₂	1 7 8	AXT	KE3	2	2.K.C 2.E.V 2.3.T	1.6 3.0 1.0	0
2858	sit	Wang2006a	kv42	verb	?	Jinman	kɤ₄₂	sit	1819	CVT	k ɤ ₄₂	1 7 8	AXT	KE3	8	8.K.C 8.E.V 8.3.T	1.6 3.0 1.0	0
2859	sit	Wang2006a	kv42	verb	?	Jinxing	kɤ₄₂	sit	1819	CVT	k ɤ ₄₂	1 7 8	AXT	KE3	9	9.K.C 9.E.V 9.3.T	1.6 3.0 1.0	0
2860	sit	Wang2006a	ko42	verb	?	Dashi	ko₄₂	sit	1819	CVT	k o ₄₂	1 7 8	AXT	KU3	1	1.K.C 1.U.V 1.3.T	1.6 3.0 1.0	0
2861	sit	Wang2006a	kv42	verb	?	Zhoucheng	kɤ₄₂	sit	1819	CVT	k ɤ ₄₂	1 7 8	AXT	KE3	17	17.K.C 17.E.V 17.3.T	1.6 3.0 1.0	0
2862	sit	Wang2006a	kv42	verb	?	Mazhelong	kɤ₄₂	sit	1819	CVT	k ɤ ₄₂	1 7 8	AXT	KE3	12	12.K.C 12.E.V 12.3.T	1.6 3.0 1.0	0
2863	sit	Allen2007	kɤ42	verb	坐	Jianchuan	kɤ₄₂	sit	282	CVT	k ɤ ₄₂	1 7 8	AXT	KE3	7	7.K.C 7.E.V 7.3.T	1.6 3.0 1.0	0
2864	sit	Allen2007	kɤ42	verb	坐	Eryuan	kɤ₄₂	sit	282	CVT	k ɤ ₄₂	1 7 8	AXT	KE3	4	4.K.C 4.E.V 4.3.T	1.6 3.0 1.0	0
2865	sit	Allen2007	kuɔ42	verb	坐	Heqi	kuɔ₄₂	sit	282	CVT	k u ɔ ₄₂	1 7 7 8	AXYT	KYU3	6	6.K.C 6.Y.V 6.U.V 6.3.T	1.6 3.0 3.0 1.0	0
2866	sit	Allen2007	tsʰao44	verb	坐	Lanping	t͡sʰao₄₄	sit	282	CVT	t͡sʰ a o ₄₄	1 7 7 8	AXYT	TAU5	10	10.T.C 10.A.V 10.U.V 10.5.T	1.6 3.0 3.0 1.0	0
2867	sit	Allen2007	kɤ32	verb	坐	Qiliqiao	kɤ₃₂	sit	282	CVT	k ɤ ₃₂	1 7 8	AXT	KE3	13	13.K.C 13.E.V 13.3.T	1.6 3.0 1.0	0
2868	sit	Allen2007	kɤ42	verb	坐	Yunlong	kɤ₄₂	sit	282	CVT	k ɤ ₄₂	1 7 8	AXT	KE3	16	16.K.C 16.E.V 16.3.T	1.6 3.0 1.0	0
2869	sit	Allen2007	kɯ42	verb	坐	Xiangyun	kɯ₄₂	sit	282	CVT	k ɯ ₄₂	1 7 8	AXT	KI3	15	15.K.C 15.I.V 15.3.T	1.6 3.0 1.0	0
2870	sit	Allen2007	kɤ44	verb	坐	Luobenzhuo	kɤ₄₄	sit	282	CVT	k ɤ ₄₄	1 7 8	AXT	KE5	11	11.K.C 11.E.V 11.5.T	1.6 3.0 1.0	0
#
2871	six	Wang2006a	fo42	?	?	Tuoluo	fo₄₂	six	802	CVT	f o ₄₂	3 7 8	AXT	BU3	14	14.B.C 14.U.V 14.3.T	1.6 3.0 1.0	0
2872	six	Wang2006a	pfu24	?	?	Gongxing	pfu₂₄	six	802	CCVT	p f u ₂₄	1 3 7 8	ACXT	PBY2	5	5.P.C 5.B.C 5.Y.V 5.2.T	1.6 1.2 3.0 1.0	0
2873	six	Wang2006a	fo55	?	?	Enqi	fo₅₅	six	802	CVT	f o ₅₅	3 7 8	AXT	BU5	3	3.B.C 3.U.V 3.5.T	1.6 3.0 1.0	0
2874	six	Wang2006a	xo44	?	?	Ega	xo₄₄	six	802	CVT	x o ₄₄	3 7 8	AXT	GU5	2	2.G.C 2.U.V 2.5.T	1.6 3.0 1.0	0
2875	six	Wang2006a	xo55	?	?	Jinman	xo₅₅	six	802	CVT	x o ₅₅	3 7 8	AXT	GU5	8	8.G.C 8.U.V 8.5.T	1.6 3.0 1.0	0
2876	six	Wang2006a	fv44	?	?	Jinxing	fɤ₄₄	six	802	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	9	9.B.C 9.E.V 9.5.T	1.6 3.0 1.0	1
2877	six	Wang2006a	fo44	?	?	Dashi	fo₄₄	six	802	CVT	f o ₄₄	3 7 8	AXT	BU5	1	1.B.C 1.U.V 1.5.T	1.6 3.0 1.0	1
2878	six	Wang2006a	fv44	?	?	Zhoucheng	fɤ₄₄	six	802	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	17	17.B.C 17.E.V 17.5.T	1.6 3.0 1.0	1
2879	six	Wang2006a	fv44	?	?	Mazhelong	fɤ₄₄	six	802	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	12	12.B.C 12.E.V 12.5.T	1.6 3.0 1.0	0
2880	six	Allen2007	fɤ44	?	六	Jianchuan	fɤ₄₄	six	455	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	7	7.B.C 7.E.V 7.5.T	1.6 3.0 1.0	1
2881	six	Allen2007	fɤ44	?	六	Eryuan	fɤ₄₄	six	455	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	4	4.B.C 4.E.V 4.5.T	1.6 3.0 1.0	1
2882	six	Allen2007	fɤ44	?	六	Heqi	fɤ₄₄	six	455	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	6	6.B.C 6.E.V 6.5.T	1.6 3.0 1.0	1
2883	six	Allen2007	fɔ44	?	六	Lanping	fɔ₄₄	six	455	CVT	f ɔ ₄₄	3 7 8	AXT	BU5	10	10.B.C 10.U.V 10.5.T	1.6 3.0 1.0	0
2884	six	Allen2007	fɤ44	?	六	Qiliqiao	fɤ₄₄	six	455	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	13	13.B.C 13.E.V 13.5.T	1.6 3.0 1.0	1
2885	six	Allen2007	fɤ44	?	六	Yunlong	fɤ₄₄	six	455	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	16	16.B.C 16.E.V 16.5.T	1.6 3.0 1.0	1
2886	six	Allen2007	fɤ44	?	六	Xiangyun	fɤ₄₄	six	455	CVT	f ɤ ₄₄	3 7 8	AXT	BE5	15	15.B.C 15.E.V 15.5.T	1.6 3.0 1.0	1
2887	six	Allen2007	fɔ44	?	六	Luobenzhuo	fɔ₄₄	six	455	CVT	f ɔ ₄₄	3 7 8	AXT	BU5	11	11.B.C 11.U.V 11.5.T	1.6 3.0 1.0	0
#
2888	sky	Wang2006a	xen55	?	?	Tuoluo	xen₅₅	sky	1	CVcT	x e n ₅₅	3 7 4 8	AXLT	GEN5	14	14.G.C 14.E.V 14.N.c 14.5.T	1.6 3.0 1.1 1.0	0
2889	sky	Wang2006a	hen55	?	?	Gongxing	hen₅₅	sky	1	CVcT	h e n ₅₅	3 7 4 8	AXLT	HEN5	5	5.H.C 5.E.V 5.N.c 5.5.T	1.6 3.0 1.1 1.0	0
2890	sky	Wang2006a	xE24	?	?	Enqi	xɛ₂₄	sky	1	CVT	x ɛ ₂₄	3 7 8	AXT	GE2	3	3.G.C 3.E.V 3.2.T	1.6 3.0 1.0	0
2891	sky	Wang2006a	xɛ̃55	?	?	Ega	xɛ̃₅₅	sky	1	CVT	x ɛ̃ ₅₅	3 7 8	AXT	GE5	2	2.G.C 2.E.V 2.5.T	1.6 3.0 1.0	0
2892	sky	Wang2006a	xɛ̃55	?	?	Jinman	xɛ̃₅₅	sky	1	CVT	x ɛ̃ ₅₅	3 7 8	AXT	GE5	8	8.G.C 8.E.V 8.5.T	1.6 3.0 1.0	0
2893	sky	Wang2006a	xen55	?	?	Jinxing	xen₅₅	sky	1	CVcT	x e n ₅₅	3 7 4 8	AXLT	GEN5	9	9.G.C 9.E.V 9.N.c 9.5.T	1.6 3.0 1.1 1.0	0
2894	sky	Wang2006a	xen55	?	?	Dashi	xen₅₅	sky	1	CVcT	x e n ₅₅	3 7 4 8	AXLT	GEN5	1	1.G.C 1.E.V 1.N.c 1.5.T	1.6 3.0 1.1 1.0	0
2895	sky	Wang2006a	xe55	?	?	Zhoucheng	xe₅₅	sky	1	CVT	x e ₅₅	3 7 8	AXT	GE5	17	17.G.C 17.E.V 17.5.T	1.6 3.0 1.0	0
2896	sky	Wang2006a	xen55	?	?	Mazhelong	xen₅₅	sky	1	CVcT	x e n ₅₅	3 7 4 8	AXLT	GEN5	12	12.G.C 12.E.V 12.N.c 12.5.T	1.6 3.0 1.1 1.0	0
2897	sky	Allen2007	xẽ55	?	天	Jianchuan	xẽ₅₅	sky	1	CVT	x ẽ ₅₅	3 7 8	AXT	GE5	7	7.G.C 7.E.V 7.5.T	1.6 3.0 1.0	0
2898	sky	Allen2007	xe55	?	天	Eryuan	xe₅₅	sky	1	CVT	x e ₅₅	3 7 8	AXT	GE5	4	4.G.C 4.E.V 4.5.T	1.6 3.0 1.0	0
2899	sky	Allen2007	xʰẽ55	?	天	Heqi	xʰẽ₅₅	sky	1	CVT	xʰ ẽ ₅₅	3 7 8	AXT	GE5	6	6.G.C 6.E.V 6.5.T	1.6 3.0 1.0	0
2900	sky	Allen2007	xẽ55kʰao31	?	天	Lanping	xẽ₅₅kʰao₃₁	sky	1	CVTCVT	x ẽ ₅₅ kʰ a o ₃₁	3 7 8 1 7 7 8	AXTBYYT	GE5KAU3	10	10.G.C 10.E.V 10.5.T 10.K.C 10.A.V 10.U.V 10.3.T	1.6 3.0 1.0 1.3 3.0 3.0 1.0	0
2901	sky	Allen2007	xe55	?	天	Qiliqiao	xe₅₅	sky	1	CVT	x e ₅₅	3 7 8	AXT	GE5	13	13.G.C 13.E.V 13.5.T	1.6 3.0 1.0	0
2902	sky	Allen2007	xe55	?	天	Yunlong	xe₅₅	sky	1	CVT	x e ₅₅	3 7 8	AXT	GE5	16	16.G.C 16.E.V 16.5.T	1.6 3.0 1.0	0
2903	sky	Allen2007	xẽ55	?	天	Xiangyun	xẽ₅₅	sky	1	CVT	x ẽ ₅₅	3 7 8	AXT	GE5	15	15.G.C 15.E.V 15.5.T	1.6 3.0 1.0	0
2904	sky	Allen2007	xẽ55	?	天	Luobenzhuo	xẽ₅₅	sky	1	CVT	x ẽ ₅₅	3 7 8	AXT	GE5	11	11.G.C 11.E.V 11.5.T	1.6 3.0 1.0	0
#
2905	to smell	Wang2006a	tʰv55	verb	?	Tuoluo	tʰɤ₅₅	smell	1707	CVT	tʰ ɤ ₅₅	1 7 8	AXT	TE5	14	14.T.C 14.E.V 14.5.T	1.6 3.0 1.0	0
2906	to smell	Wang2006a	tʂʰy55	verb	?	Gongxing	t͡ʂʰy₅₅	smell	1707	CVT	t͡ʂʰ y ₅₅	1 7 8	AXT	TY5	5	5.T.C 5.Y.V 5.5.T	1.6 3.0 1.0	0
2907	to smell	Wang2006a	tʰiu24	verb	?	Enqi	tʰiu₂₄	smell	1707	CVT	tʰ i u ₂₄	1 7 7 8	AXYT	TIY2	3	3.T.C 3.I.V 3.Y.V 3.2.T	1.6 3.0 3.0 1.0	0
2908	to smell	Wang2006a	xã55	verb	?	Ega	xã₅₅	smell	1707	CVT	x ã ₅₅	3 7 8	AXT	GA5	2	2.G.C 2.A.V 2.5.T	1.6 3.0 1.0	0
2909	to smell	Wang2006a	ʈʰu55	verb	?	Jinman	ʈʰu₅₅	smell	1707	CVT	ʈʰ u ₅₅	1 7 8	AXT	TY5	8	8.T.C 8.Y.V 8.5.T	1.6 3.0 1.0	0
2910	to smell	Wang2006a	tsʰu55	verb	?	Jinxing	t͡sʰu₅₅	smell	1707	CVT	t͡sʰ u ₅₅	1 7 8	AXT	TY5	9	9.T.C 9.Y.V 9.5.T	1.6 3.0 1.0	0
2911	to smell	Wang2006a	tʂʰu55	verb	?	Dashi	t͡ʂʰu₅₅	smell	1707	CVT	t͡ʂʰ u ₅₅	1 7 8	AXT	TY5	1	1.T.C 1.Y.V 1.5.T	1.6 3.0 1.0	0
2912	to smell	Wang2006a	tʂv55	verb	?	Zhoucheng	t͡ʂɤ₅₅	smell	1707	CVT	t͡ʂ ɤ ₅₅	2 7 8	AXT	CE5	17	17.C.C 17.E.V 17.5.T	1.6 3.0 1.0	0
2913	to smell	Wang2006a	tsʰu55	verb	?	Mazhelong	t͡sʰu₅₅	smell	1707	CVT	t͡sʰ u ₅₅	1 7 8	AXT	TY5	12	12.T.C 12.Y.V 12.5.T	1.6 3.0 1.0	0
2914	smell(vb)	Allen2007	tsʰu55	verb	臭、闻	Jianchuan	t͡sʰu₅₅	smell	259	CVT	t͡sʰ u ₅₅	1 7 8	AXT	TY5	7	7.T.C 7.Y.V 7.5.T	1.6 3.0 1.0	0
2915	smell(vb)	Allen2007	tʂʰu55	verb	臭、闻	Eryuan	t͡ʂʰu₅₅	smell	259	CVT	t͡ʂʰ u ₅₅	1 7 8	AXT	TY5	4	4.T.C 4.Y.V 4.5.T	1.6 3.0 1.0	0
2916	smell(vb)	Allen2007	tɕʰu35	verb	臭、闻	Heqi	t͡ɕʰu₃₅	smell	259	CVT	t͡ɕʰ u ₃₅	1 7 8	AXT	TY2	6	6.T.C 6.Y.V 6.2.T	1.6 3.0 1.0	0
2917	smell(vb)	Allen2007	tsʰu55	verb	臭、闻	Lanping	t͡sʰu₅₅	smell	259	CVT	t͡sʰ u ₅₅	1 7 8	AXT	TY5	10	10.T.C 10.Y.V 10.5.T	1.6 3.0 1.0	0
2918	smell(vb)	Allen2007	ʧʰu55	verb	臭、闻	Qiliqiao	ʧʰu₅₅	smell	259	CVT	ʧʰ u ₅₅	2 7 8	AXT	CY5	13	13.C.C 13.Y.V 13.5.T	1.6 3.0 1.0	0
2919	smell(vb)	Allen2007	tsʰu55	verb	臭、闻	Yunlong	t͡sʰu₅₅	smell	259	CVT	t͡sʰ u ₅₅	1 7 8	AXT	TY5	16	16.T.C 16.Y.V 16.5.T	1.6 3.0 1.0	0
2920	smell(vb)	Allen2007	tɕʰu55	verb	臭、闻	Xiangyun	t͡ɕʰu₅₅	smell	259	CVT	t͡ɕʰ u ₅₅	1 7 8	AXT	TY5	15	15.T.C 15.Y.V 15.5.T	1.6 3.0 1.0	0
2921	smell(vb)	Allen2007	ʈʰɤ31	verb	臭、闻	Luobenzhuo	ʈʰɤ₃₁	smell	259	CVT	ʈʰ ɤ ₃₁	1 7 8	AXT	TE3	11	11.T.C 11.E.V 11.3.T	1.6 3.0 1.0	0
#
2922	stinking,; smelly	Wang2006a	tʰv21	?	?	Tuoluo	tʰɤ₂₁	smelly	1070	CVT	tʰ ɤ ₂₁	1 7 8	AXT	TE3	14	14.T.C 14.E.V 14.3.T	1.6 3.0 1.0	0
2923	stinking,; smelly	Wang2006a	tsʰu42	?	?	Gongxing	t͡sʰu₄₂	smelly	1070	CVT	t͡sʰ u ₄₂	1 7 8	AXT	TY3	5	5.T.C 5.Y.V 5.3.T	1.6 3.0 1.0	0
2924	stinking,; smelly	Wang2006a	(xæ24)tʰiu43	?	?	Enqi	xæ₂₄tʰiu₄₃	smelly	1070	CVTCVT	x æ ₂₄ tʰ i u ₄₃	3 7 8 1 7 7 8	AXTBYYT	GE2TIY3	3	3.G.C 3.E.V 3.2.T 3.T.C 3.I.V 3.Y.V 3.3.T	1.6 3.0 1.0 1.3 3.0 3.0 1.0	0
2925	stinking,; smelly	Wang2006a	tɕʰu42	?	?	Ega	t͡ɕʰu₄₂	smelly	1070	CVT	t͡ɕʰ u ₄₂	1 7 8	AXT	TY3	2	2.T.C 2.Y.V 2.3.T	1.6 3.0 1.0	0
2926	stinking,; smelly	Wang2006a	ʈʰv42	?	?	Jinman	ʈʰɤ₄₂	smelly	1070	CVT	ʈʰ ɤ ₄₂	1 7 8	AXT	TE3	8	8.T.C 8.E.V 8.3.T	1.6 3.0 1.0	0
2927	stinking,; smelly	Wang2006a	tsʰu31	?	?	Jinxing	t͡sʰu₃₁	smelly	1070	CVT	t͡sʰ u ₃₁	1 7 8	AXT	TY3	9	9.T.C 9.Y.V 9.3.T	1.6 3.0 1.0	0
2928	stinking,; smelly	Wang2006a	tʂʰu31	?	?	Dashi	t͡ʂʰu₃₁	smelly	1070	CVT	t͡ʂʰ u ₃₁	1 7 8	AXT	TY3	1	1.T.C 1.Y.V 1.3.T	1.6 3.0 1.0	0
2929	stinking,; smelly	Wang2006a	tsʰu31	?	?	Zhoucheng	t͡sʰu₃₁	smelly	1070	CVT	t͡sʰ u ₃₁	1 7 8	AXT	TY3	17	17.T.C 17.Y.V 17.3.T	1.6 3.0 1.0	0
2930	smelly	Allen2007	tsʰu31	?	臭	Jianchuan	t͡sʰu₃₁	smelly	442	CVT	t͡sʰ u ₃₁	1 7 8	AXT	TY3	7	7.T.C 7.Y.V 7.3.T	1.6 3.0 1.0	0
2931	smelly	Allen2007	tʂʰu31	?	臭	Eryuan	t͡ʂʰu₃₁	smelly	442	CVT	t͡ʂʰ u ₃₁	1 7 8	AXT	TY3	4	4.T.C 4.Y.V 4.3.T	1.6 3.0 1.0	0
2932	smelly	Allen2007	tsʰu31	?	臭	Heqi	t͡sʰu₃₁	smelly	442	CVT	t͡sʰ u ₃₁	1 7 8	AXT	TY3	6	6.T.C 6.Y.V 6.3.T	1.6 3.0 1.0	0
2933	smelly	Allen2007	tsʰu31	?	臭	Lanping	t͡sʰu₃₁	smelly	442	CVT	t͡sʰ u ₃₁	1 7 8	AXT	TY3	10	10.T.C 10.Y.V 10.3.T	1.6 3.0 1.0	0
2934	smelly	Allen2007	ʧʰu31	?	臭	Qiliqiao	ʧʰu₃₁	smelly	442	CVT	ʧʰ u ₃₁	2 7 8	AXT	CY3	13	13.C.C 13.Y.V 13.3.T	1.6 3.0 1.0	0
2935	smelly	Allen2007	tsʰu31	?	臭	Yunlong	t͡sʰu₃₁	smelly	442	CVT	t͡sʰ u ₃₁	1 7 8	AXT	TY3	16	16.T.C 16.Y.V 16.3.T	1.6 3.0 1.0	0
2936	smelly	Allen2007	tsʰu31	?	臭	Xiangyun	t͡sʰu₃₁	smelly	442	CVT	t͡sʰ u ₃₁	1 7 8	AXT	TY3	15	15.T.C 15.Y.V 15.3.T	1.6 3.0 1.0	0
2937	smelly	Allen2007	ʈʰɤ42	?	臭	Luobenzhuo	ʈʰɤ₄₂	smelly	442	CVT	ʈʰ ɤ ₄₂	1 7 8	AXT	TE3	11	11.T.C 11.E.V 11.3.T	1.6 3.0 1.0	0
#
2938	snake	Wang2006a	tʂʰɚ̃33	?	?	Tuoluo	t͡ʂʰɚ̃₃₃	snake	347	CVT	t͡ʂʰ ɚ̃ ₃₃	1 7 8	AXT	TE4	14	14.T.C 14.E.V 14.4.T	1.6 3.0 1.0	0
2939	snake	Wang2006a	tʂʰi22	?	?	Gongxing	t͡ʂʰi₂₂	snake	347	CVT	t͡ʂʰ i ₂₂	1 7 8	AXT	TI1	5	5.T.C 5.I.V 5.1.T	1.6 3.0 1.0	0
2940	snake	Wang2006a	tsʰɿ22	?	?	Enqi	t͡sʰɿ₂₂	snake	347	CVT	t͡sʰ ɿ ₂₂	1 7 8	AXT	TI1	3	3.T.C 3.I.V 3.1.T	1.6 3.0 1.0	0
2941	snake	Wang2006a	tsʰɛ22	?	?	Ega	t͡sʰɛ₂₂	snake	347	CVT	t͡sʰ ɛ ₂₂	1 7 8	AXT	TE1	2	2.T.C 2.E.V 2.1.T	1.6 3.0 1.0	0
2942	snake	Wang2006a	tɕʰiɚ̃22	?	?	Jinman	t͡ɕʰiɚ̃₂₂	snake	347	CVT	t͡ɕʰ i ɚ̃ ₂₂	1 7 7 8	AXYT	TIE1	8	8.T.C 8.I.V 8.E.V 8.1.T	1.6 3.0 3.0 1.0	0
2943	snake	Wang2006a	kʰv33	?	?	Jinxing	kʰɤ₃₃	snake	347	CVT	kʰ ɤ ₃₃	1 7 8	AXT	KE4	9	9.K.C 9.E.V 9.4.T	1.6 3.0 1.0	0
2944	snake	Wang2006a	kʰo33	?	?	Dashi	kʰo₃₃	snake	347	CVT	kʰ o ₃₃	1 7 8	AXT	KU4	1	1.K.C 1.U.V 1.4.T	1.6 3.0 1.0	1
2945	snake	Wang2006a	kʰv33	?	?	Zhoucheng	kʰɤ₃₃	snake	347	CVT	kʰ ɤ ₃₃	1 7 8	AXT	KE4	17	17.K.C 17.E.V 17.4.T	1.6 3.0 1.0	0
2946	snake	Wang2006a	tɕʰiu33	?	?	Mazhelong	t͡ɕʰiu₃₃	snake	347	CVT	t͡ɕʰ i u ₃₃	1 7 7 8	AXYT	TIY4	12	12.T.C 12.I.V 12.Y.V 12.4.T	1.6 3.0 3.0 1.0	0
2947	snake	Allen2007	kʰɤ33	?	蛇	Jianchuan	kʰɤ₃₃	snake	70	CVT	kʰ ɤ ₃₃	1 7 8	AXT	KE4	7	7.K.C 7.E.V 7.4.T	1.6 3.0 1.0	0
2948	snake	Allen2007	kʰɤ33	?	蛇	Eryuan	kʰɤ₃₃	snake	70	CVT	kʰ ɤ ₃₃	1 7 8	AXT	KE4	4	4.K.C 4.E.V 4.4.T	1.6 3.0 1.0	0
2949	snake	Allen2007	kʰuɔ33	?	蛇	Heqi	kʰuɔ₃₃	snake	70	CVT	kʰ u ɔ ₃₃	1 7 7 8	AXYT	KYU4	6	6.K.C 6.Y.V 6.U.V 6.4.T	1.6 3.0 3.0 1.0	0
2950	snake	Allen2007	kʰuɛ33	?	蛇	Lanping	kʰuɛ₃₃	snake	70	CVT	kʰ u ɛ ₃₃	1 7 7 8	AXYT	KYE4	10	10.K.C 10.Y.V 10.E.V 10.4.T	1.6 3.0 3.0 1.0	0
2951	snake	Allen2007	kʰɤ33	?	蛇	Qiliqiao	kʰɤ₃₃	snake	70	CVT	kʰ ɤ ₃₃	1 7 8	AXT	KE4	13	13.K.C 13.E.V 13.4.T	1.6 3.0 1.0	0
