# Wordlist

# DATA
ID	ABVD	ALIGNMENT	BORROWED	BORROWING	CHINESE	COGID	CONCEPT	DOCULECT	DUPLICATES	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE	HANZI	IELEX	IPA	MORPHEME_STRUCTURE	NOTE	OMEGAWIKI	PARADIGM_1	PARADIGM_2	PARADIGM_3	PARADIGM_4	POS	SCAID	SOURCE	SUBGROUP	SWADESH_1952	SWADESH_1955	TOKENS	TOWEROFBABEL	WOLD	STEDT_TAXON_NAME	STEDT_RN	REFLEX	LGID	GFN	SRCID	SRCABBR	RGEN	STEDT_GLOSS
17600						0	the branch	rGyalrong_Maerkang						tɐi jgɐ									0	STEDT/TBL	rGyalrong			t ɐ i _ j ◦ g ɐ			rGyalrong (Maerkang)	4100	tɐi jgɐ	1806	n	0374.11	TBL	364135	branch / twig
17910						0	the branch	Qiang_Mawo						səɸ ɹɑ lɪ̥									0	STEDT/TBL	Qiangic			s ə ɸ _ ɹ ɑ _ l ɪ̥			Qiang (Mawo)	86453	səɸ ɹɑ lɪ̥	1852	n	0374.08	TBL	364132	branch / twig
17915						0	the branch	Tibetan_Lhasa						jɛ¹³ka⁵⁵									0	STEDT/TBL	Tibetan			j ɛ ¹³ ◦ k a ⁵⁵			Tibetan (Lhasa)	20922	jɛ¹³ka⁵⁵	1815	n	0374.02	TBL	364126	branch / twig
18448						0	the branch	Yi_Nanhua						ɕi̱³³kɑ⁵⁵le̱²¹									0	STEDT/TBL	Northern Loloish			ɕ i̱ ³³ ◦ k ɑ ⁵⁵ ◦ l e̱ ²¹			Yi (Nanhua)	54525	ɕi̱³³kɑ⁵⁵le̱²¹	1834	n	0374.37	TBL	364161	branch / twig
18495						0	the branch	Jinuo						a³³tɕo⁵⁵									0	STEDT/TBL	Central Loloish			a ³³ ◦ tɕ o ⁵⁵			Jinuo	69175	a³³tɕo⁵⁵	1842	n	0374.44	TBL	364168	branch / twig
18515						0	the branch	Naxi						dzɚ²¹kə⁵⁵dzɚ²¹lɑ²¹									0	STEDT/TBL	Naxi			dz ɚ ²¹ ◦ k ə ⁵⁵ ◦ dz ɚ ²¹ ◦ l ɑ ²¹			Naxi	71010	dzɚ²¹kə⁵⁵dzɚ²¹lɑ²¹	1843	n	0374.45	TBL	364169	branch / twig
18560						0	the branch	Hani_Lüchun						a⁵⁵la̱³¹									0	STEDT/TBL	Southern Loloish			a ⁵⁵ ◦ l a̱ ³¹			Hani (Lüchun)	63733	a⁵⁵la̱³¹	1839	n	0374.41	TBL	364165	branch / twig
19160						0	the branch	Pumi_Lanping						sɐ¹³tʂuɑ¹³									0	STEDT/TBL	Qiangic			s ɐ ¹³ ◦ tʂ u ɑ ¹³			Pumi (Lanping)	88388	sɐ¹³tʂuɑ¹³	1853	n	0374.09	TBL	364133	branch / twig
19250						0	the branch	Dulong						ɕiŋ⁵⁵lɑŋ⁵⁵									0	STEDT/TBL	Nungic			ɕ i ŋ ⁵⁵ ◦ l ɑ ŋ ⁵⁵			Dulong	23000	ɕiŋ⁵⁵lɑŋ⁵⁵	1816	n	0374.20	TBL	364144	branch / twig
19541						0	the branch	Tibetan_Batang						lɑʔ²³¹									0	STEDT/TBL	Tibetan			l ɑ ʔ ²³¹			Tibetan (Batang)	39760	lɑʔ²³¹	1826	n	0374.03	TBL	364127	branch / twig
19573						0	the branch	Muya						jɐ³³gæ⁵³									0	STEDT/TBL	Qiangic			j ɐ ³³ ◦ g æ ⁵³			Muya	11691	jɐ³³gæ⁵³	1810	n	0374.15	TBL	364139	branch / twig
19706						0	the branch	Yi_Wuding						si̱²kɑ̱⁵⁵									0	STEDT/TBL	Northern Loloish			s i̱ ² ◦ k ɑ̱ ⁵⁵			Yi (Wuding)	56373	si̱²kɑ̱⁵⁵	1835	n	0374.38	TBL	364162	branch / twig
19770						0	the branch	Namuyi						sɿ³³po⁵⁵ kæ³¹læ⁵⁵									0	STEDT/TBL	Qiangic			s ɿ ³³ ◦ p o ⁵⁵ _ k æ ³¹ ◦ l æ ⁵⁵			Namuyi	72847	sɿ³³po⁵⁵ kæ³¹læ⁵⁵	1844	n	0374.46	TBL	364170	branch / twig
20191						0	the branch	Queyu_Xinlong						ra¹³la⁵⁵									0	STEDT/TBL	Qiangic			r a ¹³ ◦ l a ⁵⁵			Queyu (Xinlong)	7940	ra¹³la⁵⁵	1808	n	0374.13	TBL	364137	branch / twig
20513						0	the branch	Nung						ɕɯŋ⁵⁵di³¹khɑŋ⁵⁵									0	STEDT/TBL	Nungic			ɕ ɯ ŋ ⁵⁵ ◦ d i ³¹ ◦ kh ɑ ŋ ⁵⁵			Nung	24838	ɕɯŋ⁵⁵di³¹khɑŋ⁵⁵	1817	n	0374.21	TBL	364145	branch / twig
20986						0	the branch	Gazhuo						sɿ³⁵tsha³⁵tsha³⁵									0	STEDT/TBL	Northern Loloish			s ɿ ³⁵ ◦ tsh a ³⁵ ◦ tsh a ³⁵			Gazhuo	74669	sɿ³⁵tsha³⁵tsha³⁵	1845	n	0374.47	TBL	364171	branch / twig
21002						0	the branch	Yi_Sani						sz̯⁴⁴qe⁵⁵									0	STEDT/TBL	Central Loloish			sz̯ ⁴⁴ ◦ q e ⁵⁵			Yi (Sani)	58305	sz̯⁴⁴qe⁵⁵	1836	n	0374.39	TBL	364163	branch / twig
22055						0	the branch	Bai_Jianchuan						tsɿ²¹ku⁵⁵									0	STEDT/TBL	Bai			ts ɿ ²¹ ◦ k u ⁵⁵			Bai (Jianchuan)	76362	tsɿ²¹ku⁵⁵	1846	n	0374.48	TBL	364172	branch / twig
22154						0	the branch	Tibetan_Xiahe						ra ʁa									0	STEDT/TBL	Tibetan			r a _ ʁ a			Tibetan (Xiahe)	60130	ra ʁa	1837	n	0374.04	TBL	364128	branch / twig
22412						0	the branch	Kaman_Miju						ŋkhɑ̆i³⁵									0	STEDT/TBL	Deng			ŋ ◦ kh ɑ̆ i ³⁵			Kaman [Miju]	27741	ŋkhɑ̆i³⁵	1819	n	0374.23	TBL	364147	branch / twig
23166						0	the branch	Tujia						kha²¹a³⁵tɕie⁵⁵									0	STEDT/TBL	Tujia			kh a ²¹ a ³⁵ ◦ tɕ i e ⁵⁵			Tujia	78317	kha²¹a³⁵tɕie⁵⁵	1847	n	0374.49	TBL	364173	branch / twig
23280						0	the branch	Lisu						e⁵⁵tɕe̱³³									0	STEDT/TBL	Central Loloish			e ⁵⁵ ◦ tɕ e̱ ³³			Lisu	61893	e⁵⁵tɕe̱³³	1838	n	0374.40	TBL	364164	branch / twig
23345						0	the branch	Bokar						a ɦok									0	STEDT/TBL	Western Tani			a _ ɦ o k			Bokar	29219	a ɦok	1820	n	0374.24	TBL	364148	branch / twig
23880						0	the branch	Guiqiong						khɑ³¹									0	STEDT/TBL	Qiangic			kh ɑ ³¹			Guiqiong	13617	khɑ³¹	1811	n	0374.16	TBL	364140	branch / twig
24608						0	the branch	Yidu						hɑ⁵⁵ɹo⁵³									0	STEDT/TBL	Deng			h ɑ ⁵⁵ ◦ ɹ o ⁵³			Yidu	31097	hɑ⁵⁵ɹo⁵³	1821	n	0374.25	TBL	364149	branch / twig
24699						0	the branch	Zhaba_Daofu_County						ja⁵⁵ja⁵⁵									0	STEDT/TBL	Qiangic			j a ⁵⁵ ◦ j a ⁵⁵			Zhaba (Daofu County)	9769	ja⁵⁵ja⁵⁵	1809	n	0374.14	TBL	364138	branch / twig
25015						0	the branch	Xumi						sĩ⁵⁵ja³³									0	STEDT/TBL	Qiangic			s ĩ ∼ ⁵⁵ ◦ j a ³³			Xumi	15281	sĩ⁵⁵ja³³	1812	n	0374.17	TBL	364141	branch / twig
25392						0	the branch	Karen						tθe³¹dðe̱⁵⁵									0	STEDT/TBL	Karenic			tθ e ³¹ ◦ d ð e̱ ⁵⁵			Karen	81389	tθe³¹dðe̱⁵⁵	1849	n	0374.50	TBL	364174	branch / twig
25490						0	the branch	Tibetan_Alike						ra ɣa									0	STEDT/TBL	Tibetan			r a _ ɣ a			Tibetan (Alike)	79808	ra ɣa	1848	n	0374.05	TBL	364129	branch / twig
25715						0	the branch	Hani_Mojiang						a⁵⁵la³¹									0	STEDT/TBL	Southern Loloish			a ⁵⁵ ◦ l a ³¹			Hani (Mojiang)	65529	a⁵⁵la³¹	1840	n	0374.42	TBL	364166	branch / twig
#
1008	breast (18)	p a ⁴² - - -			乳房	226	the breast (female)	Dashi		pa42	breasts	-	breast (19)	pa₄₂		-	5992					Noun	108	Wang2006a, 94	Bai	-	breast(11)	p a ⁴²	breast(49)	4.41	Dashi								
1009	breast (18)	-			乳房	0	the breast (female)	Zhaozhuang		-	-	-	breast (19)	-		-	5992					Noun	0	-	Bai	-	breast(11)	-	breast(49)	4.41	Zhaozhuang								
1010	breast (18)	p a ⁴² - - -			乳房	226	the breast (female)	Ega		pa42	breasts	-	breast (19)	pa₄₂		-	5992					Noun	108	Wang2006a, 94	Bai	-	breast(11)	p a ⁴²	breast(49)	4.41	Ega								
1011	breast (18)	p a ²¹ - - -			乳房	226	the breast (female)	Enqi		pa21	breasts	-	breast (19)	pa₂₁		-	5992					Noun	108	Wang2006a, 94	Bai	-	breast(11)	p a ²¹	breast(49)	4.41	Enqi								
1012	breast (18)	p a ⁴² - - -			乳房	226	the breast (female)	Eryuan		pa42	breast / 乳房	-	breast (19)	pa₄₂		-	5992					Noun	108	Allen2007, 138	Bai	-	breast(11)	p a ⁴²	breast(49)	4.41	Eryuan								
1013	breast (18)	b a ²¹ - - -			乳房	226	the breast (female)	Gongxing		ba21	breasts	-	breast (19)	ba₂₁		-	5992					Noun	108	Wang2006a, 94	Bai	-	breast(11)	b a ²¹	breast(49)	4.41	Gongxing								
1014	breast (18)	p a ⁴² t u ³⁵			乳房	226	the breast (female)	Heqi		pa42tu35	breast / 乳房	-	breast (19)	pa₄₂tu₃₅		-	5992					Noun	113	Allen2007, 138	Bai	-	breast(11)	p a ⁴² t u ³⁵	breast(49)	4.41	Heqi								
1015	breast (18)	p a ⁴² - - -			乳房	226	the breast (female)	Jianchuan		pa42	breast / 乳房	-	breast (19)	pa₄₂		-	5992					Noun	108	Allen2007, 138	Bai	-	breast(11)	p a ⁴²	breast(49)	4.41	Jianchuan								
1016	breast (18)	p a ⁴² - - -			乳房	226	the breast (female)	Jinman		pa42	breasts	-	breast (19)	pa₄₂		-	5992					Noun	108	Wang2006a, 94	Bai	-	breast(11)	p a ⁴²	breast(49)	4.41	Jinman								
1017	breast (18)	p ɑ ⁴² - - -			乳房	226	the breast (female)	Jinxing		pɑ42	breasts	-	breast (19)	pɑ₄₂		-	5992					Noun	108	Wang2006a, 94	Bai	-	breast(11)	p ɑ ⁴²	breast(49)	4.41	Jinxing								
1018	breast (18)	p a ⁴⁴ - - -			乳房	226	the breast (female)	Luobenzhuo		pa44	breast / 乳房	-	breast (19)	pa₄₄		-	5992					Noun	108	Allen2007, 138	Bai	-	breast(11)	p a ⁴⁴	breast(49)	4.41	Luobenzhuo								
1019	breast (18)	ŋ ɔ ŋ ³³			乳房	9	the breast (female)	Mazhelong		[ŋɔŋ33]	breasts	-	breast (19)	ŋɔŋ₃₃		-	5992					Noun	119	Wang2006a, 94	Bai	-	breast(11)	ŋ ɔ ŋ ³³	breast(49)	4.41	Mazhelong								
1020	breast (18)	p a ⁴² k u ²¹			乳房	226	the breast (female)	Qiliqiao		pa42ku21	breast / 乳房	-	breast (19)	pa₄₂ku₂₁		-	5992					Noun	120	Allen2007, 138	Bai	-	breast(11)	p a ⁴² k u ²¹	breast(49)	4.41	Qiliqiao								
1021	breast (18)	p a ⁴² - - -			乳房	226	the breast (female)	Xiangyun		pa42	breast / 乳房	-	breast (19)	pa₄₂		-	5992					Noun	108	Allen2007, 138	Bai	-	breast(11)	p a ⁴²	breast(49)	4.41	Xiangyun								
1022	breast (18)	p a ⁴² - - -			乳房	226	the breast (female)	Yunlong		pa42	breast / 乳房	-	breast (19)	pa₄₂		-	5992					Noun	108	Allen2007, 138	Bai	-	breast(11)	p a ⁴²	breast(49)	4.41	Yunlong								
1023	breast (18)	p a ⁴² - - -			乳房	226	the breast (female)	Zhoucheng		pa42	breasts	-	breast (19)	pa₄₂		-	5992					Noun	108	Wang2006a, 94	Bai	-	breast(11)	p a ⁴²	breast(49)	4.41	Zhoucheng								
1024	breast (18)	-			乳房	0	the breast (female)	Cone_Tibetan		-	-	-	breast (19)	-		-	5992					Noun	0	-	Bodic	-	breast(11)	-	breast(49)	4.41	Cone_Tibetan								
1025	breast (18)	-			乳房	0	the breast (female)	Lhasa_Tibetan		-	-	-	breast (19)	-		-	5992					Noun	0	-	Bodic	-	breast(11)	-	breast(49)	4.41	Lhasa_Tibetan								
1026	breast (18)	-			乳房	227	the breast (female)	Old_Tibetan		nu.ma	breasts	乳	breast (19)	nu.ma		-	5992					Noun	0	-	Bodic	-	breast(11)	n u m a	breast(49)	4.41	Old_Tibetan								
1027	breast (18)	-			乳房	0	the breast (female)	Achang_Lianghe		-	-	-	breast (19)	-		-	5992					Noun	0	-	Burmish	-	breast(11)	-	breast(49)	4.41	Achang_Lianghe								
1028	breast (18)	-			乳房	0	the breast (female)	Achang_Longchuan		-	-	-	breast (19)	-		-	5992					Noun	0	-	Burmish	-	breast(11)	-	breast(49)	4.41	Achang_Longchuan								
1029	breast (18)	-			乳房	0	the breast (female)	Achang_Luxi		-	-	-	breast (19)	-		-	5992					Noun	0	-	Burmish	-	breast(11)	-	breast(49)	4.41	Achang_Luxi								
1030	breast (18)	-			乳房	0	the breast (female)	Atsi		-	-	-	breast (19)	-		-	5992					Noun	0	-	Burmish	-	breast(11)	-	breast(49)	4.41	Atsi								
1031	breast (18)	-			乳房	0	the breast (female)	Bola		-	-	-	breast (19)	-		-	5992					Noun	0	-	Burmish	-	breast(11)	-	breast(49)	4.41	Bola								
1032	breast (18)	-			乳房	227	the breast (female)	Burmese		nui³	breasts	乳	breast (19)	nui³		-	5992					Noun	0	-	Burmish	-	breast(11)	n u i ³	breast(49)	4.41	Burmese								
1033	breast (18)	-			乳房	0	the breast (female)	Hpun		-	-	-	breast (19)	-		-	5992					Noun	0	-	Burmish	-	breast(11)	-	breast(49)	4.41	Hpun								
1034	breast (18)	-			乳房	0	the breast (female)	Lashi		-	-	-	breast (19)	-		-	5992					Noun	0	-	Burmish	-	breast(11)	-	breast(49)	4.41	Lashi								
1035	breast (18)	-			乳房	0	the breast (female)	Maru		-	-	-	breast (19)	-		-	5992					Noun	0	-	Burmish	-	breast(11)	-	breast(49)	4.41	Maru								
1036	breast (18)	-			乳房	0	the breast (female)	Old_Burmese		-	-	-	breast (19)	-		-	5992					Noun	0	-	Burmish	-	breast(11)	-	breast(49)	4.41	Old_Burmese								
1037	breast (18)	-			乳房	0	the breast (female)	Xiandau		-	-	-	breast (19)	-		-	5992					Noun	0	-	Burmish	-	breast(11)	-	breast(49)	4.41	Xiandau								
1038	breast (18)	-			乳房	0	the breast (female)	Dumi		-	-	-	breast (19)	-		-	5992					Noun	0	-	Kiranti	-	breast(11)	-	breast(49)	4.41	Dumi								
1039	breast (18)	-			乳房	227	the breast (female)	Khaling		nʉs	breasts	乳	breast (19)	nʉs		-	5992					Noun	0	-	Kiranti	-	breast(11)	n ʉ s	breast(49)	4.41	Khaling								
1040	breast (18)	-			乳房	227	the breast (female)	Limbu		nu	breasts	乳	breast (19)	nu		-	5992					Noun	0	-	Kiranti	-	breast(11)	n u	breast(49)	4.41	Limbu								
1041	breast (18)	-			乳房	0	the breast (female)	Wambule		-	-	-	breast (19)	-		-	5992					Noun	0	-	Kiranti	-	breast(11)	-	breast(49)	4.41	Wambule								
1042	breast (18)	-			乳房	0	the breast (female)	Yakkha		-	-	-	breast (19)	-		-	5992					Noun	0	-	Kiranti	-	breast(11)	-	breast(49)	4.41	Yakkha								
1043	breast (18)	-			乳房	0	the breast (female)	Yamphu		-	-	-	breast (19)	-		-	5992					Noun	0	-	Kiranti	-	breast(11)	-	breast(49)	4.41	Yamphu								
1044	breast (18)	-			乳房	0	the breast (female)	Dulong		-	-	-	breast (19)	-		-	5992					Noun	0	-	Nungish	-	breast(11)	-	breast(49)	4.41	Dulong								
1045	breast (18)	-			乳房	0	the breast (female)	Jingpo		-	-	-	breast (19)	-		-	5992					Noun	0	-	SAL	-	breast(11)	-	breast(49)	4.41	Jingpo								
1046	breast (18)	-			乳房	0	the breast (female)	Beijing		-	-	-	breast (19)	-		-	5992					Noun	0	-	Sinitic	-	breast(11)	-	breast(49)	4.41	Beijing								
1047	breast (18)	-			乳房	0	the breast (female)	Caijia		-	-	-	breast (19)	-		-	5992					Noun	0	-	Sinitic	-	breast(11)	-	breast(49)	4.41	Caijia								
1048	breast (18)	-			乳房	0	the breast (female)	Changsha		-	-	-	breast (19)	-		-	5992					Noun	0	-	Sinitic	-	breast(11)	-	breast(49)	4.41	Changsha								
1050	breast (18)	-			乳房	0	the breast (female)	Guangzhou		-	-	-	breast (19)	-		-	5992					Noun	0	-	Sinitic	-	breast(11)	-	breast(49)	4.41	Guangzhou								
1051	breast (18)	-			乳房	0	the breast (female)	Meixian		-	-	-	breast (19)	-		-	5992					Noun	0	-	Sinitic	-	breast(11)	-	breast(49)	4.41	Meixian								
1052	breast (18)	-			乳房	229	the breast (female)	Old_Chinese		*noʔ	breast	乳	breast (19)	*noʔ		-	5992					Noun	0	-	Sinitic	-	breast(11)	n o ʔ	breast(49)	4.41	Old_Chinese								
1053	breast (18)	-			乳房	0	the breast (female)	Xiamen		-	-	-	breast (19)	-		-	5992					Noun	0	-	Sinitic	-	breast(11)	-	breast(49)	4.41	Xiamen								
1054	breast (18)	-			乳房	0	the breast (female)	Guiqiong		-	-	-	breast (19)	-		-	5992					Noun	0	-	rGyalrongic	-	breast(11)	-	breast(49)	4.41	Guiqiong								
1055	breast (18)	-			乳房	227	the breast (female)	Japhug		tɯ-nɯ	breasts	乳	breast (19)	tɯ-nɯ		-	5992					Noun	0	-	rGyalrongic	-	breast(11)	t ɯ ◦ n ɯ	breast(49)	4.41	Japhug								
1056	breast (18)	-			乳房	0	the breast (female)	Khroskyabs_Wobzi		-	-	-	breast (19)	-		-	5992					Noun	0	-	rGyalrongic	-	breast(11)	-	breast(49)	4.41	Khroskyabs_Wobzi								
1057	breast (18)	-			乳房	0	the breast (female)	Muya		-	-	-	breast (19)	-		-	5992					Noun	0	-	rGyalrongic	-	breast(11)	-	breast(49)	4.41	Muya								
1058	breast (18)	-			乳房	0	the breast (female)	Stau		-	-	-	breast (19)	-		-	5992					Noun	0	-	rGyalrongic	-	breast(11)	-	breast(49)	4.41	Stau								
1059	breast (18)	-			乳房	228	the breast (female)	Tangut		ner²	breasts	乳	breast (19)	ner²		-	5992					Noun	0	-	rGyalrongic	-	breast(11)	n e r ²	breast(49)	4.41	Tangut								
1060	breast (18)	-			乳房	0	the breast (female)	Zbu		-	-	-	breast (19)	-		-	5992					Noun	0	-	rGyalrongic	-	breast(11)	-	breast(49)	4.41	Zbu								
13066						0	the breast (female)	Guzhang			乳房	XX		ma⁵⁵ pau⁵⁵			5992						0								Guzhang								
13465						0	the breast (female)	Ganzhou		sjũ1	breast(s) (18)			sjũ²			5992						0					s j ũ ∼ ²			Ganzhou								
13553						0	the breast (female)	Caijia									5992						0								Caijia								
13813						0	the breast (female)	Jixi				奶脯		nɔ³⁵ pˈu⁴⁴			5992						0								Jixi								
14073						0	the breast (female)	Changshan									5992						0								Changshan								
14333						0	the breast (female)	Qimen			乳房	奶		nɑ̃³³			5992						0								Qimen								
14593						0	the breast (female)	Dancun				奶		neiŋ³⁵			5992						0								Dancun								
14947						0	the breast (female)	Tibetan_Written						ɦo snod									0	STEDT/TBL	Tibetan			ɦ o _ s n o d			Tibetan (Written)	117	ɦo snod	1804	n	0094.01	TBL	349870	breast
15182						0	the breast (female)	Lyuzu						dʐæ³³nu̵⁵³									0	STEDT/TBL	Qiangic			dʐ æ ³³ ◦ n u̵ ⁵³			Lyuzu	16852	dʐæ³³nu̵⁵³	1813	n	0094.18	TBL	349837	breast
15363						0	the breast (female)	Cuona_Menba						jɔ³⁵									0	STEDT/TBL	Bodic			j ɔ ³⁵			Cuona Menba	82666	jɔ³⁵	1850	n	0094.06	TBL	349825	breast
15645						0	the breast (female)	Yi_Xide						ɑ³⁴ne³³									0	STEDT/TBL	Northern Loloish			ɑ ³⁴ ◦ n e ³³			Yi (Xide)	50344	ɑ³⁴ne³³	1832	n	0094.35	TBL	349854	breast
15873						0	the breast (female)	Lahu_Lancang						tɕu³⁵nɛ²¹									0	STEDT/TBL	Central Loloish			tɕ u ³⁵ ◦ n ɛ ²¹			Lahu (Lancang)	67061	tɕu³⁵nɛ²¹	1841	n	0094.43	TBL	349862	breast
16255						0	the breast (female)	Pumi_Jiulong						ny³⁵									0	STEDT/TBL	Qiangic			n y ³⁵			Pumi (Jiulong)	2144	ny³⁵	1805	n	0094.10	TBL	349829	breast
16400						0	the breast (female)	Jingpho						tʃu̱ʔ⁵⁵kă³¹paŋ³³									0	STEDT/TBL	Jingpho			tʃ u̱ ʔ ⁵⁵ k ă ³¹ ◦ p a ŋ ³³			Jingpho	18710	tʃu̱ʔ⁵⁵kă³¹paŋ³³	1814	n	0094.19	TBL	349838	breast
16671						0	the breast (female)	Yi_Weishan						ɑ⁵⁵tʂɿ̄³³bɪ̱³³									0	STEDT/TBL	Northern Loloish			ɑ ⁵⁵ ◦ tʂ ɿ̄ ³³ ◦ b ɪ̱ ³³			Yi (Weishan)	52340	ɑ⁵⁵tʂɿ̄³³bɪ̱³³	1833	n	0094.36	TBL	349855	breast
17080						0	the breast (female)	Jinuo						mɛ⁴⁴po⁴²									0	STEDT/TBL	Central Loloish			m ɛ ⁴⁴ ◦ p o ⁴²			Jinuo	68890	mɛ⁴⁴po⁴²	1842	n	0094.44	TBL	349863	breast
17172						0	the breast (female)	Tibetan_Written						nu ma									0	STEDT/TBL	Tibetan			n u _ m a			Tibetan (Written)	116	nu ma	1804	n	0094.01	TBL	349820	breast
17393						0	the breast (female)	rGyalrong_Maerkang						tə nu									0	STEDT/TBL	rGyalrong			t ə _ n u			rGyalrong (Maerkang)	3812	tə nu	1806	n	0094.11	TBL	349830	breast
17689						0	the breast (female)	Tibetan_Lhasa						o¹³ma⁵⁵									0	STEDT/TBL	Tibetan			o ¹³ ◦ m a ⁵⁵			Tibetan (Lhasa)	20587	o¹³ma⁵⁵	1815	n	0094.02	TBL	349821	breast
18014						0	the breast (female)	Hani_Lüchun						a³¹tɕhu⁵⁵									0	STEDT/TBL	Southern Loloish			a ³¹ ◦ tɕh u ⁵⁵			Hani (Lüchun)	63443	a³¹tɕhu⁵⁵	1839	n	0094.41	TBL	349860	breast
18233						0	the breast (female)	Yi_Nanhua						pɯ⁵⁵dʐɿ̄³³									0	STEDT/TBL	Northern Loloish			p ɯ ⁵⁵ ◦ dʐ ɿ̄ ³³			Yi (Nanhua)	54235	pɯ⁵⁵dʐɿ̄³³	1834	n	0094.37	TBL	349856	breast
18303						0	the breast (female)	Naxi						ə⁵⁵po²¹									0	STEDT/TBL	Naxi			ə ⁵⁵ ◦ p o ²¹			Naxi	70715	ə⁵⁵po²¹	1843	n	0094.45	TBL	349864	breast
18628						0	the breast (female)	Daofu						nu nu									0	STEDT/TBL	rGyalrongic			n u _ n u			Daofu	5667	nu nu	1807	n	0094.12	TBL	349831	breast
18974						0	the breast (female)	Pumi_Lanping						niɑ̃u¹³po¹³									0	STEDT/TBL	Qiangic			n i ɑ̃ u ∼ ¹³ ◦ p o ¹³			Pumi (Lanping)	88094	niɑ̃u¹³po¹³	1853	n	0094.09	TBL	349828	breast
19067						0	the breast (female)	Dulong						nuŋ⁵⁵									0	STEDT/TBL	Nungic			n u ŋ ⁵⁵			Dulong	22709	nuŋ⁵⁵	1816	n	0094.20	TBL	349839	breast
19495						0	the breast (female)	Yi_Wuding						ɑ̱⁵⁵pɑ̱²									0	STEDT/TBL	Northern Loloish			ɑ̱ ⁵⁵ ◦ p ɑ̱ ²			Yi (Wuding)	56088	ɑ̱⁵⁵pɑ̱²	1835	n	0094.38	TBL	349857	breast
19557						0	the breast (female)	Namuyi						ȵu̵³³ȵu̵⁵⁵									0	STEDT/TBL	Qiangic			ȵ u̵ ³³ ◦ ȵ u̵ ⁵⁵			Namuyi	72548	ȵu̵³³ȵu̵⁵⁵	1844	n	0094.46	TBL	349865	breast
19977						0	the breast (female)	Queyu_Xinlong						nɯ¹³nɯ⁵⁵									0	STEDT/TBL	Qiangic			n ɯ ¹³ ◦ n ɯ ⁵⁵			Queyu (Xinlong)	7646	nɯ¹³nɯ⁵⁵	1808	n	0094.13	TBL	349832	breast
20341						0	the breast (female)	Nung						ɑ³¹tʂhu⁵⁵									0	STEDT/TBL	Nungic			ɑ ³¹ ◦ tʂh u ⁵⁵			Nung	24556	ɑ³¹tʂhu⁵⁵	1817	n	0094.21	TBL	349840	breast
20785						0	the breast (female)	Gazhuo						a²⁴ŋ³³									0	STEDT/TBL	Northern Loloish			a ²⁴ ŋ ³³			Gazhuo	74385	a²⁴ŋ³³	1845	n	0094.47	TBL	349866	breast
20802						0	the breast (female)	Yi_Sani						ɒ⁴⁴n̩³³mɒ³³									0	STEDT/TBL	Central Loloish			ɒ ⁴⁴ n̩ ³³ ◦ m ɒ ³³			Yi (Sani)	58024	ɒ⁴⁴n̩³³mɒ³³	1836	n	0094.39	TBL	349858	breast
20878						0	the breast (female)	Qiang_Mawo						pɑ pɑ									0	STEDT/TBL	Qiangic			p ɑ _ p ɑ			Qiang (Mawo)	86151	pɑ pɑ	1852	n	0094.08	TBL	349827	breast
20933						0	the breast (female)	Motuo_Menba						nu									0	STEDT/TBL	Bodic			n u			Motuo Menba	84443	nu	1851	n	0094.07	TBL	349826	breast
21036						0	the breast (female)	Lisu						ɑ⁵⁵tʃi³⁵									0	STEDT/TBL	Central Loloish			ɑ ⁵⁵ ◦ tʃ i ³⁵			Lisu	61609	ɑ⁵⁵tʃi³⁵	1838	n	0094.40	TBL	349859	breast
21178						0	the breast (female)	Zhaba_Daofu_County						nə⁵⁵nə⁵⁵									0	STEDT/TBL	Qiangic			n ə ⁵⁵ ◦ n ə ⁵⁵			Zhaba (Daofu County)	9465	nə⁵⁵nə⁵⁵	1809	n	0094.14	TBL	349833	breast
21312						0	the breast (female)	Darang_Taraon						ȵi⁵⁵khɑ³¹bi³⁵									0	STEDT/TBL	Deng			ȵ i ⁵⁵ ◦ kh ɑ ³¹ ◦ b i ³⁵			Darang [Taraon]	26039	ȵi⁵⁵khɑ³¹bi³⁵	1818	n	0094.22	TBL	349841	breast
21466						0	the breast (female)	Tibetan_Batang						ȵɑ⁵⁵ȵɑʔ⁵³									0	STEDT/TBL	Tibetan			ȵ ɑ ⁵⁵ ◦ ȵ ɑ ʔ ⁵³			Tibetan (Batang)	39455	ȵɑ⁵⁵ȵɑʔ⁵³	1826	n	0094.03	TBL	349822	breast
21861						0	the breast (female)	Bai_Jianchuan						pɑ̱²¹tɕi̱³³									0	STEDT/TBL	Bai			p ɑ̱ ²¹ ◦ tɕ i̱ ³³			Bai (Jianchuan)	76071	pɑ̱²¹tɕi̱³³	1846	n	0094.48	TBL	349867	breast
21966						0	the breast (female)	Tibetan_Xiahe						nə ma									0	STEDT/TBL	Tibetan			n ə _ m a			Tibetan (Xiahe)	59837	nə ma	1837	n	0094.04	TBL	349823	breast
22223						0	the breast (female)	Kaman_Miju						tɕin⁵⁵mphɑuŋ⁵³									0	STEDT/TBL	Deng			tɕ i n ⁵⁵ m ◦ ph ɑ u ŋ ⁵³			Kaman [Miju]	27459	tɕin⁵⁵mphɑuŋ⁵³	1819	n	0094.23	TBL	349842	breast
