# Wordlist

# DATA
ID	IPA	SOURCE	TOWEROFBABEL	SUBGROUP	WOLD	CONCEPT	ENTRY_IN_SOURCE	CHINESE	SWADESH_1952	POS	NOTE	SCAID	SWADESH_1955	HANZI	DOCULECT	BORROWING	ALIGNMENT	IELEX	ABVD	OMEGAWIKI	GLOSS_IN_SOURCE	COGID	TOKENS
9070	fɤ₄₄	Allen2007, 455	-	Bai	13.06	six	fɤ44	-	-	Function word	-	1030	-	-	Heqi		f ɤ ₄₄	-	Six (202)	7003	six / 六	160	f ɤ ₄₄
9071	fɤ₄₄	Allen2007, 455	-	Bai	13.06	six	fɤ44	-	-	Function word	-	1030	-	-	Jianchuan		f ɤ ₄₄	-	Six (202)	7003	six / 六	160	f ɤ ₄₄
9072	xo₅₅	Wang2006a, 802	-	Bai	13.06	six	xo55	-	-	Function word	-	1031	-	-	Jinman		x o ₅₅	-	Six (202)	7003	six	160	x o ₅₅
9073	fɤ₄₄	Wang2006a, 802	-	Bai	13.06	six	fv44	-	-	Function word	-	1030	-	-	Jinxing		f ɤ ₄₄	-	Six (202)	7003	six	160	f ɤ ₄₄
9074	fɔ₄₄	Allen2007, 455	-	Bai	13.06	six	fɔ44	-	-	Function word	-	1030	-	-	Luobenzhuo		f ɔ ₄₄	-	Six (202)	7003	six / 六	160	f ɔ ₄₄
9075	fɤ₄₄	Wang2006a, 802	-	Bai	13.06	six	fv44	-	-	Function word	-	1030	-	-	Mazhelong		f ɤ ₄₄	-	Six (202)	7003	six	160	f ɤ ₄₄
9076	fɤ₄₄	Allen2007, 455	-	Bai	13.06	six	fɤ44	-	-	Function word	-	1030	-	-	Qiliqiao		f ɤ ₄₄	-	Six (202)	7003	six / 六	160	f ɤ ₄₄
9077	fɤ₄₄	Allen2007, 455	-	Bai	13.06	six	fɤ44	-	-	Function word	-	1030	-	-	Xiangyun		f ɤ ₄₄	-	Six (202)	7003	six / 六	160	f ɤ ₄₄
9078	fɤ₄₄	Allen2007, 455	-	Bai	13.06	six	fɤ44	-	-	Function word	-	1030	-	-	Yunlong		f ɤ ₄₄	-	Six (202)	7003	six / 六	160	f ɤ ₄₄
9079	fɤ₄₄	Wang2006a, 802	-	Bai	13.06	six	fv44	-	-	Function word	-	1030	-	-	Zhoucheng		f ɤ ₄₄	-	Six (202)	7003	six	160	f ɤ ₄₄
9080	-	-	-	Bodic	13.06	six	-	-	-	Function word	-	0	-	-	Cone_Tibetan		-	-	Six (202)	7003	-	0	-
9081	-	-	-	Bodic	13.06	six	-	-	-	Function word	-	0	-	-	Lhasa_Tibetan		-	-	Six (202)	7003	-	0	-
9082	-	-	-	Bodic	13.06	six	-	-	-	Function word	-	0	-	-	Old_Tibetan		-	-	Six (202)	7003	-	0	-
9083	-	-	-	Burmish	13.06	six	-	-	-	Function word	-	0	-	-	Achang_Lianghe		-	-	Six (202)	7003	-	0	-
9084	-	-	-	Burmish	13.06	six	-	-	-	Function word	-	0	-	-	Achang_Longchuan		-	-	Six (202)	7003	-	0	-
9085	-	-	-	Burmish	13.06	six	-	-	-	Function word	-	0	-	-	Achang_Luxi		-	-	Six (202)	7003	-	0	-
9086	-	-	-	Burmish	13.06	six	-	-	-	Function word	-	0	-	-	Atsi		-	-	Six (202)	7003	-	0	-
9087	-	-	-	Burmish	13.06	six	-	-	-	Function word	-	0	-	-	Bola		-	-	Six (202)	7003	-	0	-
9088	-	-	-	Burmish	13.06	six	-	-	-	Function word	-	0	-	-	Burmese		-	-	Six (202)	7003	-	0	-
9089	-	-	-	Burmish	13.06	six	-	-	-	Function word	-	0	-	-	Hpun		-	-	Six (202)	7003	-	0	-
9090	-	-	-	Burmish	13.06	six	-	-	-	Function word	-	0	-	-	Lashi		-	-	Six (202)	7003	-	0	-
9091	-	-	-	Burmish	13.06	six	-	-	-	Function word	-	0	-	-	Maru		-	-	Six (202)	7003	-	0	-
9092	-	-	-	Burmish	13.06	six	-	-	-	Function word	-	0	-	-	Old_Burmese		-	-	Six (202)	7003	-	0	-
9093	-	-	-	Burmish	13.06	six	-	-	-	Function word	-	0	-	-	Xiandau		-	-	Six (202)	7003	-	0	-
9094	-	-	-	Kiranti	13.06	six	-	-	-	Function word	-	0	-	-	Dumi		-	-	Six (202)	7003	-	0	-
9095	-	-	-	Kiranti	13.06	six	-	-	-	Function word	-	0	-	-	Khaling		-	-	Six (202)	7003	-	0	-
9096	-	-	-	Kiranti	13.06	six	-	-	-	Function word	-	0	-	-	Limbu		-	-	Six (202)	7003	-	0	-
9097	-	-	-	Kiranti	13.06	six	-	-	-	Function word	-	0	-	-	Wambule		-	-	Six (202)	7003	-	0	-
9098	-	-	-	Kiranti	13.06	six	-	-	-	Function word	-	0	-	-	Yakkha		-	-	Six (202)	7003	-	0	-
9099	-	-	-	Kiranti	13.06	six	-	-	-	Function word	-	0	-	-	Yamphu		-	-	Six (202)	7003	-	0	-
9100	-	-	-	Nungish	13.06	six	-	-	-	Function word	-	0	-	-	Dulong		-	-	Six (202)	7003	-	0	-
9101	-	-	-	SAL	13.06	six	-	-	-	Function word	-	0	-	-	Jingpo		-	-	Six (202)	7003	-	0	-
9102	-	-	-	Sinitic	13.06	six	-	-	-	Function word	-	0	-	-	Beijing		-	-	Six (202)	7003	-	0	-
9103	-	-	-	Sinitic	13.06	six	-	-	-	Function word	-	0	-	-	Caijia		-	-	Six (202)	7003	-	0	-
9104	-	-	-	Sinitic	13.06	six	-	-	-	Function word	-	0	-	-	Changsha		-	-	Six (202)	7003	-	0	-
9105	-	-	-	Sinitic	13.06	six	-	-	-	Function word	-	0	-	-	Ganzhou		-	-	Six (202)	7003	-	0	-
9106	-	-	-	Sinitic	13.06	six	-	-	-	Function word	-	0	-	-	Guangzhou		-	-	Six (202)	7003	-	0	-
9107	-	-	-	Sinitic	13.06	six	-	-	-	Function word	-	0	-	-	Meixian		-	-	Six (202)	7003	-	0	-
9108	*k.ruk	-	-	Sinitic	13.06	six	*k.ruk	-	-	Function word	-	0	-	六	Old_Chinese		-	-	Six (202)	7003	Six	160	k r u k
9109	-	-	-	Sinitic	13.06	six	-	-	-	Function word	-	0	-	-	Xiamen		-	-	Six (202)	7003	-	0	-
9110	-	-	-	rGyalrongic	13.06	six	-	-	-	Function word	-	0	-	-	Guiqiong		-	-	Six (202)	7003	-	0	-
9111	kɯtʂɤɣ	-	-	rGyalrongic	13.06	six	kɯtʂɤɣ	-	-	Function word	-	0	-	-	Japhug		-	-	Six (202)	7003	-	159	k ɯ tʂ ɤ ɣ
9112	-	-	-	rGyalrongic	13.06	six	-	-	-	Function word	-	0	-	-	Khroskyabs_Wobzi		-	-	Six (202)	7003	-	0	-
9113	-	-	-	rGyalrongic	13.06	six	-	-	-	Function word	-	0	-	-	Muya		-	-	Six (202)	7003	-	0	-
9114	-	-	-	rGyalrongic	13.06	six	-	-	-	Function word	-	0	-	-	Stau		-	-	Six (202)	7003	-	0	-
9115	-	-	-	rGyalrongic	13.06	six	-	-	-	Function word	-	0	-	-	Tangut		-	-	Six (202)	7003	-	0	-
9116	-	-	-	rGyalrongic	13.06	six	-	-	-	Function word	-	0	-	-	Zbu		-	-	Six (202)	7003	-	0	-
#
9276	-	-	small(110)	Bai	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Dashi		-	small (147)	small (152)	5509	-	0	-
9277	-	-	small(110)	Bai	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Zhaozhuang		-	small (147)	small (152)	5509	-	0	-
9278	-	-	small(110)	Bai	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Ega		-	small (147)	small (152)	5509	-	0	-
9279	-	-	small(110)	Bai	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Enqi		-	small (147)	small (152)	5509	-	0	-
9280	se₃₁	Allen2007, 387	small(110)	Bai	12.56	small	se31	小	small(140)	Adjective	-	1052	small(77)	-	Eryuan		s e ₃₁	small (147)	small (152)	5509	small / 小	161	s e ₃₁
9281	-	-	small(110)	Bai	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Gongxing		-	small (147)	small (152)	5509	-	0	-
9282	sʰe₃₁	Allen2007, 387	small(110)	Bai	12.56	small	sʰe31	小	small(140)	Adjective	-	1052	small(77)	-	Heqi		sʰ e ₃₁	small (147)	small (152)	5509	small / 小	161	sʰ e ₃₁
9283	se₃₁	Allen2007, 387	small(110)	Bai	12.56	small	se31	小	small(140)	Adjective	-	1052	small(77)	-	Jianchuan		s e ₃₁	small (147)	small (152)	5509	small / 小	161	s e ₃₁
9284	-	-	small(110)	Bai	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Jinman		-	small (147)	small (152)	5509	-	0	-
9285	-	-	small(110)	Bai	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Jinxing		-	small (147)	small (152)	5509	-	0	-
9286	sæ̃₄₂	Allen2007, 387	small(110)	Bai	12.56	small	sæ̃42	小	small(140)	Adjective	-	1052	small(77)	-	Luobenzhuo		s æ̃ ₄₂	small (147)	small (152)	5509	small / 小	161	s æ̃ ₄₂
9287	-	-	small(110)	Bai	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Mazhelong		-	small (147)	small (152)	5509	-	0	-
9288	se₃₃	Allen2007, 387	small(110)	Bai	12.56	small	se33	小	small(140)	Adjective	-	1052	small(77)	-	Qiliqiao		s e ₃₃	small (147)	small (152)	5509	small / 小	161	s e ₃₃
9289	se₂₁	Allen2007, 387	small(110)	Bai	12.56	small	se21	小	small(140)	Adjective	-	1052	small(77)	-	Xiangyun		s e ₂₁	small (147)	small (152)	5509	small / 小	161	s e ₂₁
9290	se₃₁	Allen2007, 387	small(110)	Bai	12.56	small	se31	小	small(140)	Adjective	-	1052	small(77)	-	Yunlong		s e ₃₁	small (147)	small (152)	5509	small / 小	161	s e ₃₁
9291	-	-	small(110)	Bai	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Zhoucheng		-	small (147)	small (152)	5509	-	0	-
9292	-	-	small(110)	Bodic	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Cone_Tibetan		-	small (147)	small (152)	5509	-	0	-
9293	-	-	small(110)	Bodic	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Lhasa_Tibetan		-	small (147)	small (152)	5509	-	0	-
9294	tɕʰuŋ-	-	small(110)	Bodic	12.56	small	tɕʰuŋ-	小	small(140)	Adjective	-	0	small(77)	小	Old_Tibetan		-	small (147)	small (152)	5509	small	165	tɕʰ u ŋ ◦
9295	-	-	small(110)	Burmish	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Achang_Lianghe		-	small (147)	small (152)	5509	-	0	-
9296	-	-	small(110)	Burmish	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Achang_Longchuan		-	small (147)	small (152)	5509	-	0	-
9297	-	-	small(110)	Burmish	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Achang_Luxi		-	small (147)	small (152)	5509	-	0	-
9298	-	-	small(110)	Burmish	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Atsi		-	small (147)	small (152)	5509	-	0	-
9299	-	-	small(110)	Burmish	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Bola		-	small (147)	small (152)	5509	-	0	-
9300	ŋay	-	small(110)	Burmish	12.56	small	ŋay	小	small(140)	Adjective	-	0	small(77)	小	Burmese		-	small (147)	small (152)	5509	small	164	ŋ a y
9301	-	-	small(110)	Burmish	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Hpun		-	small (147)	small (152)	5509	-	0	-
9302	-	-	small(110)	Burmish	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Lashi		-	small (147)	small (152)	5509	-	0	-
9303	-	-	small(110)	Burmish	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Maru		-	small (147)	small (152)	5509	-	0	-
9304	-	-	small(110)	Burmish	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Old_Burmese		-	small (147)	small (152)	5509	-	0	-
9305	-	-	small(110)	Burmish	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Xiandau		-	small (147)	small (152)	5509	-	0	-
9306	-	-	small(110)	Kiranti	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Dumi		-	small (147)	small (152)	5509	-	0	-
9307	jakki	-	small(110)	Kiranti	12.56	small	jakki	小	small(140)	Adjective	-	0	small(77)	小	Khaling		-	small (147)	small (152)	5509	small	167	j a kk i
9308	cu:kt-	-	small(110)	Kiranti	12.56	small	cu:kt-	小	small(140)	Adjective	-	0	small(77)	小	Limbu		-	small (147)	small (152)	5509	small	166	c u: k t ◦
9309	-	-	small(110)	Kiranti	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Wambule		-	small (147)	small (152)	5509	-	0	-
9310	-	-	small(110)	Kiranti	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Yakkha		-	small (147)	small (152)	5509	-	0	-
9311	-	-	small(110)	Kiranti	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Yamphu		-	small (147)	small (152)	5509	-	0	-
9312	-	-	small(110)	Nungish	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Dulong		-	small (147)	small (152)	5509	-	0	-
9313	-	-	small(110)	SAL	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Jingpo		-	small (147)	small (152)	5509	-	0	-
9314	-	-	small(110)	Sinitic	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Beijing		-	small (147)	small (152)	5509	-	0	-
9315	-	-	small(110)	Sinitic	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Caijia		-	small (147)	small (152)	5509	-	0	-
9316	-	-	small(110)	Sinitic	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Changsha		-	small (147)	small (152)	5509	-	0	-
9317	-	-	small(110)	Sinitic	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Ganzhou		-	small (147)	small (152)	5509	-	0	-
9318	-	-	small(110)	Sinitic	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Guangzhou		-	small (147)	small (152)	5509	-	0	-
9319	-	-	small(110)	Sinitic	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Meixian		-	small (147)	small (152)	5509	-	0	-
9320	*[s]ewʔ	-	small(110)	Sinitic	12.56	small	*[s]ewʔ	小	small(140)	Adjective	-	0	small(77)	小	Old_Chinese		-	small (147)	small (152)	5509	small	163	s e w ʔ
9321	-	-	small(110)	Sinitic	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Xiamen		-	small (147)	small (152)	5509	-	0	-
9322	-	-	small(110)	rGyalrongic	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Guiqiong		-	small (147)	small (152)	5509	-	0	-
9323	xtɕi	-	small(110)	rGyalrongic	12.56	small	xtɕi	小	small(140)	Adjective	-	0	small(77)	小	Japhug		-	small (147)	small (152)	5509	small	162	x tɕ i
9324	-	-	small(110)	rGyalrongic	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Khroskyabs_Wobzi		-	small (147)	small (152)	5509	-	0	-
9325	-	-	small(110)	rGyalrongic	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Muya		-	small (147)	small (152)	5509	-	0	-
9326	-	-	small(110)	rGyalrongic	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Stau		-	small (147)	small (152)	5509	-	0	-
9327	tsəj¹	-	small(110)	rGyalrongic	12.56	small	tsəj¹	小	small(140)	Adjective	-	0	small(77)	小	Tangut		-	small (147)	small (152)	5509	small	162	ts ə j ¹
9328	-	-	small(110)	rGyalrongic	12.56	small	-	小	small(140)	Adjective	-	0	small(77)	-	Zbu		-	small (147)	small (152)	5509	-	0	-
#
9435	pɚ̃₂₁	Wang2006a, 994	-	Bai	15.77	smooth	pɚ̃21	平	smooth(143)	Adjective	-	1059	-	-	Dashi		p ɚ̃ ₂₁	smooth (150)	-	5487	smooth	169	p ɚ̃ ₂₁
9436	-	-	-	Bai	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Zhaozhuang		-	smooth (150)	-	5487	-	0	-
9437	pa₂₁	Wang2006a, 994	-	Bai	15.77	smooth	pa21	平	smooth(143)	Adjective	-	1059	-	-	Ega		p a ₂₁	smooth (150)	-	5487	smooth	169	p a ₂₁
9438	bɛ₂₁	Wang2006a, 994	-	Bai	15.77	smooth	bE21	平	smooth(143)	Adjective	-	1059	-	-	Enqi		b ɛ ₂₁	smooth (150)	-	5487	smooth	169	b ɛ ₂₁
9439	-	-	-	Bai	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Eryuan		-	smooth (150)	-	5487	-	0	-
9440	bæ₁₂	Wang2006a, 994	-	Bai	15.77	smooth	bæ12	平	smooth(143)	Adjective	-	1059	-	-	Gongxing		b æ ₁₂	smooth (150)	-	5487	smooth	169	b æ ₁₂
9441	-	-	-	Bai	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Heqi		-	smooth (150)	-	5487	-	0	-
9442	-	-	-	Bai	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Jianchuan		-	smooth (150)	-	5487	-	0	-
9443	pã₂₁	Wang2006a, 994	-	Bai	15.77	smooth	pã21	平	smooth(143)	Adjective	-	1059	-	-	Jinman		p ã ₂₁	smooth (150)	-	5487	smooth	169	p ã ₂₁
9444	pan₂₁	Wang2006a, 994	-	Bai	15.77	smooth	pan21	平	smooth(143)	Adjective	-	1064	-	-	Jinxing		p a n ₂₁	smooth (150)	-	5487	smooth	169	p a n ₂₁
9445	-	-	-	Bai	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Luobenzhuo		-	smooth (150)	-	5487	-	0	-
9446	pɚ̃₂₁	Wang2006a, 994	-	Bai	15.77	smooth	pɚ̃21	平	smooth(143)	Adjective	-	1059	-	-	Mazhelong		p ɚ̃ ₂₁	smooth (150)	-	5487	smooth	169	p ɚ̃ ₂₁
9447	-	-	-	Bai	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Qiliqiao		-	smooth (150)	-	5487	-	0	-
9448	-	-	-	Bai	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Xiangyun		-	smooth (150)	-	5487	-	0	-
9449	-	-	-	Bai	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Yunlong		-	smooth (150)	-	5487	-	0	-
9450	pɛ₂₁	Wang2006a, 994	-	Bai	15.77	smooth	pɛ21	平	smooth(143)	Adjective	-	1059	-	-	Zhoucheng		p ɛ ₂₁	smooth (150)	-	5487	smooth	169	p ɛ ₂₁
9451	-	-	-	Bodic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Cone_Tibetan		-	smooth (150)	-	5487	-	0	-
9452	-	-	-	Bodic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Lhasa_Tibetan		-	smooth (150)	-	5487	-	0	-
9453	-	-	-	Bodic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Old_Tibetan		-	smooth (150)	-	5487	-	0	-
9454	-	-	-	Burmish	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Achang_Lianghe		-	smooth (150)	-	5487	-	0	-
9455	-	-	-	Burmish	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Achang_Longchuan		-	smooth (150)	-	5487	-	0	-
9456	-	-	-	Burmish	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Achang_Luxi		-	smooth (150)	-	5487	-	0	-
9457	-	-	-	Burmish	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Atsi		-	smooth (150)	-	5487	-	0	-
9458	-	-	-	Burmish	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Bola		-	smooth (150)	-	5487	-	0	-
9459	-	-	-	Burmish	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Burmese		-	smooth (150)	-	5487	-	0	-
9460	-	-	-	Burmish	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Hpun		-	smooth (150)	-	5487	-	0	-
9461	-	-	-	Burmish	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Lashi		-	smooth (150)	-	5487	-	0	-
9462	-	-	-	Burmish	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Maru		-	smooth (150)	-	5487	-	0	-
9463	-	-	-	Burmish	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Old_Burmese		-	smooth (150)	-	5487	-	0	-
9464	-	-	-	Burmish	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Xiandau		-	smooth (150)	-	5487	-	0	-
9465	-	-	-	Kiranti	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Dumi		-	smooth (150)	-	5487	-	0	-
9466	-	-	-	Kiranti	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Khaling		-	smooth (150)	-	5487	-	0	-
9467	-	-	-	Kiranti	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Limbu		-	smooth (150)	-	5487	-	0	-
9468	-	-	-	Kiranti	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Wambule		-	smooth (150)	-	5487	-	0	-
9469	-	-	-	Kiranti	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Yakkha		-	smooth (150)	-	5487	-	0	-
9470	-	-	-	Kiranti	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Yamphu		-	smooth (150)	-	5487	-	0	-
9471	-	-	-	Nungish	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Dulong		-	smooth (150)	-	5487	-	0	-
9472	-	-	-	SAL	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Jingpo		-	smooth (150)	-	5487	-	0	-
9473	-	-	-	Sinitic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Beijing		-	smooth (150)	-	5487	-	0	-
9474	-	-	-	Sinitic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Caijia		-	smooth (150)	-	5487	-	0	-
9475	-	-	-	Sinitic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Changsha		-	smooth (150)	-	5487	-	0	-
9476	-	-	-	Sinitic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Ganzhou		-	smooth (150)	-	5487	-	0	-
9477	-	-	-	Sinitic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Guangzhou		-	smooth (150)	-	5487	-	0	-
9478	-	-	-	Sinitic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Meixian		-	smooth (150)	-	5487	-	0	-
9479	-	-	-	Sinitic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Old_Chinese		-	smooth (150)	-	5487	-	169	◦
9480	-	-	-	Sinitic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Xiamen		-	smooth (150)	-	5487	-	0	-
9481	-	-	-	rGyalrongic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Guiqiong		-	smooth (150)	-	5487	-	0	-
9482	mnu	-	-	rGyalrongic	15.77	smooth	mnu	平	smooth(143)	Adjective	-	0	-	-	Japhug		-	smooth (150)	-	5487	-	168	m n u
9483	-	-	-	rGyalrongic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Khroskyabs_Wobzi		-	smooth (150)	-	5487	-	0	-
9484	-	-	-	rGyalrongic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Muya		-	smooth (150)	-	5487	-	0	-
9485	-	-	-	rGyalrongic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Stau		-	smooth (150)	-	5487	-	0	-
9486	-	-	-	rGyalrongic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Tangut		-	smooth (150)	-	5487	-	0	-
9487	-	-	-	rGyalrongic	15.77	smooth	-	平	smooth(143)	Adjective	-	0	-	-	Zbu		-	smooth (150)	-	5487	-	0	-
#
9594	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Dashi		-	some (153)	-	5499	-	0	-
9595	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Zhaozhuang		-	some (153)	-	5499	-	0	-
9596	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Ega		-	some (153)	-	5499	-	0	-
9597	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Enqi		-	some (153)	-	5499	-	0	-
9598	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Eryuan		-	some (153)	-	5499	-	0	-
9599	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Gongxing		-	some (153)	-	5499	-	0	-
9600	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Heqi		-	some (153)	-	5499	-	0	-
9601	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Jianchuan		-	some (153)	-	5499	-	0	-
9602	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Jinman		-	some (153)	-	5499	-	0	-
9603	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Jinxing		-	some (153)	-	5499	-	0	-
9604	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Luobenzhuo		-	some (153)	-	5499	-	0	-
9605	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Mazhelong		-	some (153)	-	5499	-	0	-
9606	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Qiliqiao		-	some (153)	-	5499	-	0	-
9607	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Xiangyun		-	some (153)	-	5499	-	0	-
9608	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Yunlong		-	some (153)	-	5499	-	0	-
9609	-	-	-	Bai	13181	some	-	-	some(146)	Function word	-	0	-	-	Zhoucheng		-	some (153)	-	5499	-	0	-
9610	-	-	-	Bodic	13181	some	-	-	some(146)	Function word	-	0	-	-	Cone_Tibetan		-	some (153)	-	5499	-	0	-
9611	-	-	-	Bodic	13181	some	-	-	some(146)	Function word	-	0	-	-	Lhasa_Tibetan		-	some (153)	-	5499	-	0	-
9612	-	-	-	Bodic	13181	some	-	-	some(146)	Function word	-	0	-	-	Old_Tibetan		-	some (153)	-	5499	-	0	-
9613	-	-	-	Burmish	13181	some	-	-	some(146)	Function word	-	0	-	-	Achang_Lianghe		-	some (153)	-	5499	-	0	-
9614	-	-	-	Burmish	13181	some	-	-	some(146)	Function word	-	0	-	-	Achang_Longchuan		-	some (153)	-	5499	-	0	-
9615	-	-	-	Burmish	13181	some	-	-	some(146)	Function word	-	0	-	-	Achang_Luxi		-	some (153)	-	5499	-	0	-
9616	-	-	-	Burmish	13181	some	-	-	some(146)	Function word	-	0	-	-	Atsi		-	some (153)	-	5499	-	0	-
9617	-	-	-	Burmish	13181	some	-	-	some(146)	Function word	-	0	-	-	Bola		-	some (153)	-	5499	-	0	-
9618	-	-	-	Burmish	13181	some	-	-	some(146)	Function word	-	0	-	-	Burmese		-	some (153)	-	5499	-	0	-
9619	-	-	-	Burmish	13181	some	-	-	some(146)	Function word	-	0	-	-	Hpun		-	some (153)	-	5499	-	0	-
9620	-	-	-	Burmish	13181	some	-	-	some(146)	Function word	-	0	-	-	Lashi		-	some (153)	-	5499	-	0	-
9621	-	-	-	Burmish	13181	some	-	-	some(146)	Function word	-	0	-	-	Maru		-	some (153)	-	5499	-	0	-
